job_id,job_title,job_category,experience_level,years_of_experience,education_required,annual_salary_usd,salary_min_usd,salary_max_usd,city,country,remote_work,company_size,industry,required_skills,ai_salary_premium_pct,demand_score,demand_growth_yoy_pct,benefits_score_10,posting_year,posting_month,is_senior,is_remote_friendly,is_llm_role,salary_tier
AIJOB1589,Data Scientist,Data Science,Entry-Level,0.9,Bachelor's,108400,100500,118200,San Francisco,United States,Fully Remote,Big Tech (FAANG+),Finance & Banking,AWS|GPT-4|Git|Python|RAG|REST APIs|TensorFlow,27.9,77.9,12.4,6.4,2025,5,0,1,0,Tier 2 (80k-140k)
AIJOB1590,AI Agent Developer,AI Engineering,Lead / Staff,10.7,Associate's,231100,205000,258900,Boston,United States,Fully Remote,Big Tech (FAANG+),Healthcare,AutoGen|BERT|C++|CUDA|FastAPI|GPT-4|Git|Kubernetes|Python|TensorFlow,34.4,76,36.7,7.9,2026,8,1,1,1,Tier 4 (>200k)
AIJOB1591,Deep Learning Specialist,AI Engineering,Mid-Level,4.3,Bachelor's,86100,79200,99400,Manchester,United Kingdom,Fully Remote,Mid-Market (51-500),Automotive,Airflow|AutoGen|CUDA|Docker|FastAPI|GCP|LangChain|PyTorch|Spark,26.3,90,15.4,7.9,2025,1,0,1,1,Tier 2 (80k-140k)
AIJOB1592,Generative AI Engineer,AI Engineering,Entry-Level,1.3,PhD,97000,85500,107800,Singapore,Singapore,Fully Remote,Enterprise (501-5000),Telecommunications,AutoGen|BERT|C++|CUDA|FastAPI|Kubernetes|LangChain|Scikit-Learn|Vector Databases,27.4,82.3,38.9,7.3,2025,10,0,1,1,Tier 2 (80k-140k)
AIJOB1593,AI Product Manager,Product,Entry-Level,2.2,Bachelor's,142700,128400,152900,San Francisco,United States,Fully Remote,Startup (1-50),Telecommunications,BERT|Git|Kubernetes|LangChain|Python|RAG|TensorFlow|Vector Databases,18.3,91.5,37.4,8.2,2025,1,0,1,1,Tier 3 (140k-200k)
AIJOB1594,Autonomous Driving Engineer,Automotive AI,Senior,6,Bachelor's,136800,126100,162400,Cambridge,United Kingdom,On-site,Enterprise (501-5000),Technology & SaaS,AutoGen|CUDA|FastAPI|Git|PyTorch|Python|Scikit-Learn,23.2,72.3,17.4,7.6,2026,9,1,0,0,Tier 2 (80k-140k)
AIJOB1595,NLP Engineer,Natural Language Processing,Mid-Level,4,Master's,161700,144200,188200,Austin,United States,Fully Remote,Startup (1-50),Technology & SaaS,AWS|AutoGen|C++|CUDA|Docker|GPT-4|LangChain|PyTorch|SQL|Scikit-Learn,13.3,77.2,15.9,9.6,2025,8,0,1,1,Tier 3 (140k-200k)
AIJOB1596,NLP Engineer,Natural Language Processing,Senior,8.7,Bachelor's,137600,123200,149800,Tokyo,Japan,Fully Remote,Startup (1-50),Telecommunications,AWS|Airflow|Azure|C++|Docker|GCP|Kubernetes|RAG|REST APIs|Spark,18.8,76,21.5,10,2026,3,1,1,1,Tier 2 (80k-140k)
AIJOB1597,AI Product Manager,Product,Mid-Level,5.4,Bachelor's,74300,66100,86600,Munich,Germany,Fully Remote,Mid-Market (51-500),Finance & Banking,BERT|CUDA|GCP|Kubernetes|LangChain|Python|RAG|REST APIs|Scikit-Learn|TensorFlow,17.7,99,42.9,7.8,2026,4,0,1,1,Tier 1 (<80k)
AIJOB1598,Prompt Engineer,AI Engineering,Mid-Level,4.2,PhD,77100,69800,86600,Tokyo,Japan,Fully Remote,Mid-Market (51-500),Technology & SaaS,Airflow|FastAPI|Kubernetes|Llama|REST APIs,18.5,79.7,13,6.9,2026,9,0,1,1,Tier 1 (<80k)
AIJOB1599,Prompt Engineer,AI Engineering,Senior,5.6,Bachelor's,129400,120200,142600,Munich,Germany,Hybrid,Big Tech (FAANG+),Education,AutoGen|BERT|C++|CUDA|Git|RAG|REST APIs|Scikit-Learn|Spark|Vector Databases,13.9,86.7,35.2,6.1,2026,4,1,1,1,Tier 2 (80k-140k)
AIJOB1600,MLOps Engineer,Machine Learning,Mid-Level,2.5,High School / None,48700,44100,53300,Bengaluru,India,On-site,Enterprise (501-5000),E-commerce,Azure|BERT|FastAPI|GPT-4|LangChain|PyTorch|RAG|REST APIs|Scikit-Learn|TensorFlow,27.7,89.4,17.8,5.7,2026,2,0,0,0,Tier 1 (<80k)
AIJOB1601,LLM Application Developer,AI Engineering,Mid-Level,3.9,Master's,94500,83000,101100,Vancouver,Canada,Fully Remote,Big Tech (FAANG+),Healthcare,Airflow|BERT|FastAPI|GCP|Git|Llama|Scikit-Learn|Spark|TensorFlow,24.3,78.2,16.2,7.6,2025,6,0,1,1,Tier 2 (80k-140k)
AIJOB1602,MLOps Engineer,Machine Learning,Lead / Staff,12,PhD,208500,178400,247500,London,United Kingdom,Fully Remote,Big Tech (FAANG+),Technology & SaaS,Azure|CUDA|FastAPI|Kubernetes|REST APIs|Scikit-Learn,19,97.8,41.2,7.5,2026,8,1,1,0,Tier 4 (>200k)
AIJOB1603,Autonomous Driving Engineer,Automotive AI,Mid-Level,4.1,Master's,89700,80200,98700,Hangzhou,China,On-site,Mid-Market (51-500),Automotive,AWS|AutoGen|BERT|C++|CUDA|FastAPI|GCP|Kubernetes|Llama|Vector Databases,12.3,74.3,34.9,9.3,2026,8,0,0,1,Tier 2 (80k-140k)
AIJOB1604,Computer Vision Engineer,Computer Vision,Mid-Level,2.8,Bachelor's,97400,90400,109300,Manchester,United Kingdom,Hybrid,Enterprise (501-5000),Automotive,AutoGen|BERT|Docker|GCP|Kubernetes,12.2,73.9,44.4,8,2025,4,0,1,0,Tier 2 (80k-140k)
AIJOB1605,AI Solutions Architect,Architecture,Senior,7.4,Associate's,134000,115700,150700,Manchester,United Kingdom,On-site,Startup (1-50),Manufacturing,Azure|FastAPI|GPT-4|LangChain|PyTorch|RAG|Scikit-Learn|Spark,14.5,79,43.2,7.1,2025,2,1,0,1,Tier 2 (80k-140k)
AIJOB1606,AI Agent Developer,AI Engineering,Lead / Staff,8.9,Bachelor's,227400,203400,269900,New York,United States,Hybrid,Startup (1-50),Manufacturing,AWS|Airflow|AutoGen|Azure|Docker|GPT-4|Kubernetes|REST APIs|SQL|Spark,13.9,94.6,34,8,2026,7,1,1,1,Tier 4 (>200k)
AIJOB1607,MLOps Engineer,Machine Learning,Senior,7.4,Bachelor's,129600,112600,146100,Berlin,Germany,Fully Remote,Mid-Market (51-500),E-commerce,Airflow|CUDA|LangChain|PyTorch|TensorFlow|Vector Databases,28,77.9,45.5,6.5,2025,11,1,1,0,Tier 2 (80k-140k)
AIJOB1608,Computer Vision Engineer,Computer Vision,Director,11,Bachelor's,117300,99900,137100,Pune,India,Fully Remote,Enterprise (501-5000),Healthcare,Airflow|CUDA|GCP|Kubernetes|LangChain|Llama|PyTorch|Python|SQL|Vector Databases,11.2,99,39.5,6.8,2025,7,1,1,0,Tier 2 (80k-140k)
AIJOB1609,AI Product Manager,Product,Mid-Level,4.8,Associate's,150200,131500,176400,Singapore,Singapore,Fully Remote,Startup (1-50),Automotive,AutoGen|Azure|BERT|CUDA|Docker|FastAPI|Kubernetes|REST APIs|Vector Databases,34.1,85.9,21.9,10,2026,2,0,1,1,Tier 3 (140k-200k)
AIJOB1610,NLP Engineer,Natural Language Processing,Mid-Level,4.7,Bachelor's,56400,50400,62500,Pune,India,Hybrid,Enterprise (501-5000),Education,AutoGen|BERT|C++|PyTorch|Python|SQL|Scikit-Learn|TensorFlow,34.9,78.3,26.4,8,2026,6,0,1,1,Tier 1 (<80k)
AIJOB1611,AI Research Scientist,Research,Senior,6.7,Master's,162700,141200,186000,Berlin,Germany,Hybrid,Enterprise (501-5000),Healthcare,Airflow|Azure|Kubernetes|PyTorch|Python|REST APIs|TensorFlow,22.5,78.7,47.3,8,2026,2,1,1,1,Tier 3 (140k-200k)
AIJOB1612,AI Research Scientist,Research,Lead / Staff,10.5,Bachelor's,153300,136700,165900,Tokyo,Japan,On-site,Startup (1-50),Finance & Banking,AutoGen|BERT|CUDA|PyTorch|SQL|Spark|TensorFlow,23.5,74.4,46.2,8,2026,9,1,0,1,Tier 3 (140k-200k)
AIJOB1613,Data Scientist,Data Science,Entry-Level,1.4,Associate's,87600,77800,94600,Vancouver,Canada,Hybrid,Mid-Market (51-500),Finance & Banking,AWS|Azure|CUDA|GCP|Git|LangChain|PyTorch,12.3,93.1,18.3,8.3,2026,4,0,1,1,Tier 2 (80k-140k)
AIJOB1614,AI Research Scientist,Research,Entry-Level,0.5,Master's,71100,66100,84100,Munich,Germany,Hybrid,Startup (1-50),Automotive,AutoGen|Azure|Docker|Git|LangChain|Llama|Python|RAG|Scikit-Learn|Spark,25.5,73.3,38,5.2,2026,3,0,1,1,Tier 1 (<80k)
AIJOB1615,Generative AI Engineer,AI Engineering,Senior,7,Bachelor's,156700,137200,185500,Berlin,Germany,Hybrid,Mid-Market (51-500),Healthcare,Azure|BERT|C++|FastAPI|Kubernetes|REST APIs|SQL|Scikit-Learn|Spark,33.1,84.3,40.7,6.3,2025,1,1,1,1,Tier 3 (140k-200k)
AIJOB1616,Deep Learning Specialist,AI Engineering,Lead / Staff,9.2,Master's,147200,133400,169600,Tokyo,Japan,Fully Remote,Mid-Market (51-500),Technology & SaaS,BERT|C++|Docker|FastAPI|GPT-4|Llama|Python|REST APIs,12,86,24.5,8.1,2026,4,1,1,0,Tier 3 (140k-200k)
AIJOB1617,Autonomous Driving Engineer,Automotive AI,Mid-Level,2.9,Bachelor's,151500,139300,167600,New York,United States,Hybrid,Enterprise (501-5000),E-commerce,AWS|CUDA|Git|SQL|Scikit-Learn,14.6,95.4,37.7,7,2026,4,0,1,1,Tier 3 (140k-200k)
AIJOB1618,MLOps Engineer,Machine Learning,Mid-Level,5.3,Associate's,129500,118100,146800,Singapore,Singapore,Fully Remote,Mid-Market (51-500),Telecommunications,BERT|GPT-4|PyTorch|SQL|Spark,20.1,95,22.5,6.2,2026,9,0,1,0,Tier 2 (80k-140k)
AIJOB1619,AI Solutions Architect,Architecture,Senior,8.5,Bachelor's,82500,72100,92600,Pune,India,Hybrid,Enterprise (501-5000),Education,Airflow|C++|CUDA|Docker|GPT-4|Git|PyTorch|RAG|Spark,34.4,78.8,34.9,5.7,2026,5,1,1,1,Tier 2 (80k-140k)
AIJOB1620,Computer Vision Engineer,Computer Vision,Mid-Level,4.5,Master's,62000,56800,73800,Hanoi,Vietnam,Fully Remote,Enterprise (501-5000),Healthcare,C++|Git|LangChain|Python|SQL,34.5,72,17.2,6,2026,4,0,1,0,Tier 1 (<80k)
AIJOB1621,Computer Vision Engineer,Computer Vision,Senior,6.7,Master's,150900,131600,162900,Toronto,Canada,Fully Remote,Mid-Market (51-500),Education,AWS|Git|Kubernetes|LangChain|PyTorch|Python|RAG|REST APIs|TensorFlow,11.5,77.3,36.2,9,2026,5,1,1,0,Tier 3 (140k-200k)
AIJOB1622,NLP Engineer,Natural Language Processing,Senior,7.2,Bachelor's,156000,145000,183400,Vancouver,Canada,Fully Remote,Mid-Market (51-500),Finance & Banking,AutoGen|CUDA|GCP|PyTorch|Python|RAG|REST APIs|Spark|TensorFlow|Vector Databases,24.5,75.2,38.7,8.6,2026,1,1,1,1,Tier 3 (140k-200k)
AIJOB1623,AI Solutions Architect,Architecture,Mid-Level,2.6,Master's,103600,89100,121900,Berlin,Germany,Fully Remote,Big Tech (FAANG+),Manufacturing,AWS|C++|CUDA|Kubernetes|RAG|SQL|Spark|TensorFlow,31.9,71.6,39.2,7.6,2026,1,0,1,1,Tier 2 (80k-140k)
AIJOB1624,AI Research Scientist,Research,Mid-Level,3.8,PhD,100400,90000,120100,London,United Kingdom,Hybrid,Startup (1-50),Healthcare,Docker|GCP|Git|RAG|Scikit-Learn|TensorFlow,18.2,82.4,41.6,7.7,2026,4,0,1,1,Tier 2 (80k-140k)
AIJOB1625,Data Scientist,Data Science,Senior,7.2,PhD,112100,95500,127500,Shenzhen,China,Fully Remote,Enterprise (501-5000),Finance & Banking,AutoGen|C++|Docker|FastAPI|GCP|LangChain|PyTorch|RAG|Vector Databases,12,80.3,12.7,7.2,2026,1,1,1,1,Tier 2 (80k-140k)
AIJOB1626,Prompt Engineer,AI Engineering,Mid-Level,4.3,Bachelor's,36600,31600,43000,Da Nang,Vietnam,Hybrid,Mid-Market (51-500),Education,AWS|Azure|BERT|FastAPI|LangChain|PyTorch|RAG|REST APIs|Scikit-Learn|Vector Databases,12.7,79,26.8,6.5,2026,4,0,1,1,Tier 1 (<80k)
AIJOB1627,Generative AI Engineer,AI Engineering,Senior,6.6,PhD,57500,50200,68200,Bengaluru,India,Fully Remote,Big Tech (FAANG+),Manufacturing,AWS|Airflow|Azure|BERT|CUDA|FastAPI|Git|PyTorch|SQL|TensorFlow,25.3,50.2,31.3,8.3,2026,2,1,1,1,Tier 1 (<80k)
AIJOB1628,Prompt Engineer,AI Engineering,Mid-Level,2.9,Master's,87900,77200,102100,Hangzhou,China,Fully Remote,Enterprise (501-5000),Finance & Banking,AWS|Azure|C++|Llama|RAG|REST APIs|SQL|Spark,22,83.8,45.3,5.5,2026,8,0,1,1,Tier 2 (80k-140k)
AIJOB1629,Computer Vision Engineer,Computer Vision,Mid-Level,4.5,Bachelor's,137100,122700,152500,San Francisco,United States,Fully Remote,Startup (1-50),E-commerce,AutoGen|FastAPI|GCP|Git|Kubernetes|PyTorch|TensorFlow,25.3,69.5,13.5,7.5,2026,2,0,1,0,Tier 2 (80k-140k)
AIJOB1630,Generative AI Engineer,AI Engineering,Senior,5.9,Master's,139600,123500,164300,London,United Kingdom,Hybrid,Mid-Market (51-500),E-commerce,Airflow|C++|Git|Llama|PyTorch|Python|REST APIs|Scikit-Learn|TensorFlow,18.2,81.1,31.8,7.9,2026,2,1,1,1,Tier 2 (80k-140k)
AIJOB1631,AI Research Scientist,Research,Lead / Staff,11.5,Master's,158400,135900,181100,Vancouver,Canada,Hybrid,Big Tech (FAANG+),Education,AWS|Airflow|Docker|GCP|PyTorch|SQL|Spark|Vector Databases,29.8,88.9,24.4,6.7,2026,3,1,1,1,Tier 3 (140k-200k)
AIJOB1632,LLM Application Developer,AI Engineering,Entry-Level,2.1,Bachelor's,67800,62300,80900,Shenzhen,China,Fully Remote,Mid-Market (51-500),Finance & Banking,AWS|BERT|CUDA|GPT-4|Kubernetes|Llama|PyTorch|RAG|TensorFlow|Vector Databases,10.6,95.6,39,8.4,2026,2,0,1,1,Tier 1 (<80k)
AIJOB1633,NLP Engineer,Natural Language Processing,Entry-Level,1.9,PhD,55000,46800,62900,Osaka,Japan,Hybrid,Enterprise (501-5000),Technology & SaaS,AWS|Airflow|CUDA|PyTorch|Python|Vector Databases,11.5,83,41.4,6,2026,7,0,1,1,Tier 1 (<80k)
AIJOB1634,MLOps Engineer,Machine Learning,Mid-Level,3.8,Master's,90100,79000,103800,Osaka,Japan,Fully Remote,Enterprise (501-5000),Technology & SaaS,AWS|Airflow|CUDA|Docker|FastAPI|Git|Llama|Python|REST APIs|TensorFlow,29.1,85.7,35.5,7.6,2026,7,0,1,1,Tier 2 (80k-140k)
AIJOB1635,Generative AI Engineer,AI Engineering,Senior,5.9,Bachelor's,66000,56400,71900,Pune,India,Hybrid,Startup (1-50),E-commerce,AWS|AutoGen|Kubernetes|LangChain|Llama|REST APIs|Vector Databases,18.2,95.6,34.9,8.6,2025,7,1,1,1,Tier 1 (<80k)
AIJOB1636,NLP Engineer,Natural Language Processing,Mid-Level,5.5,Bachelor's,123100,114100,141600,Singapore,Singapore,Hybrid,Big Tech (FAANG+),Manufacturing,FastAPI|Kubernetes|LangChain|PyTorch|RAG|SQL,32.7,96.4,45.6,5.7,2026,2,0,1,1,Tier 2 (80k-140k)
AIJOB1637,AI Research Scientist,Research,Mid-Level,4.3,Master's,161800,142400,193800,Seattle,United States,Fully Remote,Mid-Market (51-500),Telecommunications,BERT|Kubernetes|LangChain|PyTorch|RAG|SQL,25.2,86.4,46.1,6.7,2026,6,0,1,1,Tier 3 (140k-200k)
AIJOB1638,LLM Application Developer,AI Engineering,Entry-Level,1.2,Bachelor's,36000,30700,42500,Hyderabad,India,Fully Remote,Mid-Market (51-500),E-commerce,AutoGen|BERT|C++|GPT-4|Git|Python|Spark|TensorFlow|Vector Databases,22.6,81.3,39.4,8.8,2026,3,0,1,1,Tier 1 (<80k)
AIJOB1639,Machine Learning Engineer,Machine Learning,Mid-Level,3.3,Bachelor's,143100,128200,160400,New York,United States,Fully Remote,Startup (1-50),Finance & Banking,AWS|AutoGen|CUDA|Docker|Kubernetes|PyTorch|SQL|Spark,12,82.5,33,7.9,2026,1,0,1,1,Tier 3 (140k-200k)
AIJOB1640,AI Research Scientist,Research,Mid-Level,3.4,Master's,70300,61200,80200,Da Nang,Vietnam,Hybrid,Enterprise (501-5000),Telecommunications,Airflow|FastAPI|LangChain|PyTorch|Python|Vector Databases,21.7,89.8,15.3,5.3,2026,6,0,1,1,Tier 1 (<80k)
AIJOB1641,Autonomous Driving Engineer,Automotive AI,Mid-Level,5,Bachelor's,145000,133100,171900,Singapore,Singapore,Fully Remote,Enterprise (501-5000),E-commerce,Azure|CUDA|Git|Kubernetes|LangChain|Llama|Python|RAG|Scikit-Learn,35,79.7,32.1,7,2026,7,0,1,0,Tier 3 (140k-200k)
AIJOB1642,Data Scientist,Data Science,Senior,7.6,High School / None,121300,104400,138500,Montreal,Canada,Fully Remote,Startup (1-50),Healthcare,AWS|AutoGen|Azure|CUDA|Docker|FastAPI|GCP|LangChain|PyTorch|TensorFlow,12.9,88.8,15.5,7.6,2025,9,1,1,0,Tier 2 (80k-140k)
AIJOB1643,Computer Vision Engineer,Computer Vision,Senior,6.9,PhD,231500,206800,257300,Austin,United States,On-site,Mid-Market (51-500),Automotive,CUDA|GCP|LangChain|Python|Scikit-Learn|TensorFlow,27.5,80.9,19.1,5,2025,3,1,0,0,Tier 4 (>200k)
AIJOB1644,AI Solutions Architect,Architecture,Mid-Level,4,Bachelor's,142700,124000,156400,Singapore,Singapore,Hybrid,Startup (1-50),Education,Azure|CUDA|GCP|TensorFlow|Vector Databases,14.5,75.9,21.8,7.5,2026,1,0,1,1,Tier 3 (140k-200k)
AIJOB1645,Machine Learning Engineer,Machine Learning,Senior,8,Bachelor's,164700,143100,178500,Montreal,Canada,Hybrid,Mid-Market (51-500),Healthcare,Airflow|CUDA|GPT-4|PyTorch|TensorFlow,27.8,87.2,12.1,7.8,2025,7,1,1,0,Tier 3 (140k-200k)
AIJOB1646,AI Research Scientist,Research,Lead / Staff,12.1,Bachelor's,121400,109400,141300,Hanoi,Vietnam,On-site,Mid-Market (51-500),Automotive,AWS|Airflow|C++|Kubernetes|LangChain|Llama|Python|RAG|Vector Databases,30.1,98.3,29.7,6,2025,11,1,0,1,Tier 2 (80k-140k)
AIJOB1647,Autonomous Driving Engineer,Automotive AI,Lead / Staff,11,PhD,223200,198300,252400,New York,United States,Hybrid,Mid-Market (51-500),Healthcare,AWS|Azure|C++|CUDA|FastAPI|Git|Llama|RAG|Scikit-Learn,15.4,76.4,19.1,6.6,2026,1,1,1,1,Tier 4 (>200k)
AIJOB1648,Deep Learning Specialist,AI Engineering,Entry-Level,1.4,Bachelor's,30000,27600,34300,Pune,India,Fully Remote,Big Tech (FAANG+),Telecommunications,Airflow|AutoGen|C++|Docker|GCP|GPT-4|LangChain|REST APIs|Spark|Vector Databases,20.4,81.8,21.6,6.7,2025,8,0,1,0,Tier 1 (<80k)
AIJOB1649,AI Solutions Architect,Architecture,Mid-Level,3.7,Bachelor's,111200,98800,121800,Vancouver,Canada,Fully Remote,Mid-Market (51-500),Healthcare,BERT|CUDA|Docker|GCP|PyTorch|TensorFlow,23.5,81.4,28.6,8.3,2026,9,0,1,1,Tier 2 (80k-140k)
AIJOB1650,Machine Learning Engineer,Machine Learning,Senior,7.8,Bachelor's,167800,143900,188900,Singapore,Singapore,On-site,Enterprise (501-5000),Telecommunications,AWS|BERT|GCP|RAG|REST APIs|SQL|Scikit-Learn,16,99,21.8,8.1,2026,1,1,0,1,Tier 3 (140k-200k)
AIJOB1651,Data Scientist,Data Science,Lead / Staff,9.5,Bachelor's,90900,77900,104300,Hyderabad,India,Fully Remote,Mid-Market (51-500),Technology & SaaS,BERT|CUDA|FastAPI|GPT-4|REST APIs|SQL|Scikit-Learn,10.5,58.4,16.2,5.2,2025,8,1,1,1,Tier 2 (80k-140k)
AIJOB1652,Deep Learning Specialist,AI Engineering,Senior,5.5,Master's,139600,129500,159400,Seattle,United States,Fully Remote,Enterprise (501-5000),Healthcare,Airflow|C++|Git|SQL|Spark,16.2,88.1,47.9,5.3,2026,3,1,1,1,Tier 2 (80k-140k)
AIJOB1653,Prompt Engineer,AI Engineering,Mid-Level,3.3,Bachelor's,43500,37300,49200,Pune,India,Fully Remote,Startup (1-50),Finance & Banking,AWS|AutoGen|Azure|GPT-4|Kubernetes|LangChain|REST APIs|TensorFlow,30.4,92.8,13.4,8.3,2026,4,0,1,1,Tier 1 (<80k)
AIJOB1654,Generative AI Engineer,AI Engineering,Mid-Level,4.7,Master's,143000,123300,161300,Singapore,Singapore,Fully Remote,Enterprise (501-5000),Manufacturing,Airflow|Azure|BERT|C++|Docker|GPT-4|PyTorch|Spark,33,86.8,12.7,7.4,2025,3,0,1,1,Tier 3 (140k-200k)
AIJOB1655,LLM Application Developer,AI Engineering,Mid-Level,5.2,Bachelor's,117700,102800,131300,Osaka,Japan,Hybrid,Enterprise (501-5000),Manufacturing,Azure|Docker|GCP|GPT-4|Vector Databases,31.2,91.3,47.7,10,2025,9,0,1,1,Tier 2 (80k-140k)
AIJOB1656,Generative AI Engineer,AI Engineering,Senior,8.2,Bachelor's,156500,140200,169200,Berlin,Germany,Fully Remote,Big Tech (FAANG+),Automotive,Airflow|BERT|Docker|FastAPI|GPT-4|RAG|REST APIs,13.4,95.1,12.8,7,2026,4,1,1,1,Tier 3 (140k-200k)
AIJOB1657,AI Product Manager,Product,Entry-Level,0.9,Master's,72800,64000,78200,Montreal,Canada,Hybrid,Mid-Market (51-500),Technology & SaaS,Airflow|FastAPI|SQL|Scikit-Learn|TensorFlow,16.3,89.8,36.6,6.8,2026,9,0,1,1,Tier 1 (<80k)
AIJOB1658,Data Scientist,Data Science,Mid-Level,4.8,Bachelor's,105600,92400,117800,Frankfurt,Germany,Fully Remote,Startup (1-50),Automotive,Azure|Docker|FastAPI|Llama|PyTorch|Python|RAG|SQL|TensorFlow|Vector Databases,26.9,96.6,40.6,6.2,2025,6,0,1,0,Tier 2 (80k-140k)
AIJOB1659,Prompt Engineer,AI Engineering,Mid-Level,2.8,Bachelor's,95400,86500,108500,Singapore,Singapore,Hybrid,Enterprise (501-5000),E-commerce,Airflow|AutoGen|Docker|FastAPI|GCP|LangChain|Llama|Python|SQL|Vector Databases,18,78.3,28.3,6.2,2026,7,0,1,1,Tier 2 (80k-140k)
AIJOB1660,Prompt Engineer,AI Engineering,Senior,6.3,Bachelor's,149000,137900,171200,Munich,Germany,Fully Remote,Big Tech (FAANG+),Education,AutoGen|Azure|C++|Kubernetes|PyTorch|RAG|SQL,14.4,88.7,40.5,5.5,2026,5,1,1,1,Tier 3 (140k-200k)
AIJOB1661,Generative AI Engineer,AI Engineering,Entry-Level,2.4,Bachelor's,43000,37500,51300,Munich,Germany,Fully Remote,Startup (1-50),Finance & Banking,Azure|CUDA|Git|LangChain|Llama|SQL,22.6,72.2,13.7,7.7,2026,5,0,1,1,Tier 1 (<80k)
AIJOB1662,AI Solutions Architect,Architecture,Lead / Staff,11.6,Bachelor's,186000,171700,220700,Singapore,Singapore,Fully Remote,Big Tech (FAANG+),Technology & SaaS,Airflow|BERT|FastAPI|Kubernetes|LangChain|PyTorch|Scikit-Learn,18.8,82.4,44.8,7.3,2025,12,1,1,1,Tier 3 (140k-200k)
AIJOB1663,Deep Learning Specialist,AI Engineering,Mid-Level,2.8,Master's,104200,89600,123300,Singapore,Singapore,On-site,Startup (1-50),Telecommunications,AWS|Airflow|PyTorch|Python|RAG|SQL,25.5,75.6,38.1,5.6,2025,9,0,0,0,Tier 2 (80k-140k)
AIJOB1664,AI Product Manager,Product,Mid-Level,3.8,Associate's,108300,92700,119500,Cambridge,United Kingdom,Fully Remote,Startup (1-50),E-commerce,Azure|CUDA|GPT-4|RAG|REST APIs|TensorFlow,19.6,66.7,16.8,7.4,2025,9,0,1,1,Tier 2 (80k-140k)
AIJOB1665,AI Research Scientist,Research,Mid-Level,4.7,Bachelor's,138400,126900,161000,Singapore,Singapore,Fully Remote,Startup (1-50),Telecommunications,AutoGen|Azure|C++|Git|Kubernetes|PyTorch|Python|RAG|Vector Databases,27.2,77.7,24.9,6.8,2026,6,0,1,1,Tier 2 (80k-140k)
AIJOB1666,AI Solutions Architect,Architecture,Senior,7.9,Master's,96500,82600,103900,Tokyo,Japan,Fully Remote,Mid-Market (51-500),Automotive,PyTorch|Python|REST APIs|SQL|Scikit-Learn,17.2,88.6,34.8,8.8,2026,3,1,1,1,Tier 2 (80k-140k)
AIJOB1667,AI Research Scientist,Research,Mid-Level,2.9,Master's,82100,73700,91500,Hangzhou,China,Hybrid,Big Tech (FAANG+),Telecommunications,Azure|BERT|PyTorch|Python|Spark,20.5,91.4,33.1,7.3,2026,5,0,1,1,Tier 2 (80k-140k)
AIJOB1668,AI Solutions Architect,Architecture,Mid-Level,2.6,Master's,117700,102800,139300,Toronto,Canada,On-site,Mid-Market (51-500),Manufacturing,AutoGen|Azure|GPT-4|LangChain|Llama|PyTorch,18.7,75.2,29,8,2026,9,0,0,1,Tier 2 (80k-140k)
AIJOB1669,Autonomous Driving Engineer,Automotive AI,Senior,7.6,Bachelor's,210200,187400,231900,Boston,United States,Fully Remote,Big Tech (FAANG+),Education,AWS|FastAPI|PyTorch|REST APIs|SQL|Scikit-Learn,28.6,83,26.6,6.2,2026,2,1,1,0,Tier 4 (>200k)
AIJOB1670,NLP Engineer,Natural Language Processing,Lead / Staff,8.3,Bachelor's,141200,127100,161700,Hangzhou,China,Hybrid,Startup (1-50),Manufacturing,AutoGen|FastAPI|GCP|Git|Kubernetes|Llama|Python|SQL|Scikit-Learn|TensorFlow,18,65.2,36.9,8.7,2025,5,1,1,1,Tier 3 (140k-200k)
AIJOB1671,AI Solutions Architect,Architecture,Mid-Level,4.8,Bachelor's,88200,81400,95700,Beijing,China,Hybrid,Enterprise (501-5000),Telecommunications,AWS|C++|CUDA|Docker|Git|Llama|REST APIs|SQL|Vector Databases,23.8,54.7,23.5,9.5,2025,8,0,1,1,Tier 2 (80k-140k)
AIJOB1672,Data Scientist,Data Science,Mid-Level,4.4,PhD,114900,104100,132200,Cambridge,United Kingdom,Fully Remote,Big Tech (FAANG+),Finance & Banking,Git|Llama|PyTorch|REST APIs|SQL,13.8,67.8,37.3,5.9,2025,6,0,1,0,Tier 2 (80k-140k)
AIJOB1673,Prompt Engineer,AI Engineering,Mid-Level,4,Bachelor's,70500,62100,84600,Ho Chi Minh City,Vietnam,Hybrid,Mid-Market (51-500),Finance & Banking,AWS|Airflow|C++|GCP|GPT-4|LangChain|Python|RAG|Spark|Vector Databases,20.7,72.9,33.4,7,2026,2,0,1,1,Tier 1 (<80k)
AIJOB1674,Machine Learning Engineer,Machine Learning,Senior,7.4,Master's,181600,155300,202900,Osaka,Japan,Hybrid,Big Tech (FAANG+),Education,Airflow|Azure|Docker|GCP|Git|Kubernetes|Python|RAG|REST APIs|TensorFlow,34,76.6,18.9,7.8,2025,3,1,1,1,Tier 3 (140k-200k)
