Employee_ID,Age,Salary,Department,Experience_Years,Join_Date
1116,38.0,,Finance,8.6,2015-08-11
1117,59.0,19111752.35447877,Sales,2.3,2017-02-07
1118,34.0,10815098.227802064,HR,14.3,31/02/2020
1119,37.0,-1000000.0,Marketing,4.4,2019-01-21
1120,45.0,13279509.858688336,Engineering,3.5,2021-12-25
1121,46.0,14427638.141005686,Enginering,7.2,2020-08-03
1122,46.0,15738779.537000643,HR,-2.5,2022-01-05
1123,41.0,11190876.641705757,Marketing,4.7,2019-12-16
1124,23.0,16051835.567704435,HR,3.7,2015-07-31
1125,51.0,22651672.821772054,Sales,0.2,2017-04-13
1126,23.0,11109526.070836429,Marketing,9.4,2017-12-29
1127,-5.0,20859050.716369223,Marketing,8.6,2021-02-27
1128,27.0,22490488.16743892,Marketing,-2.5,2016-06-20
1129,34.0,10919225.05485978,Marketing,1.1,2018-03-25
1130,38.0,7724726.97454724,HR,8.6,31/02/2020
1131,38.0,16509804.500858823,Marketing,15.8,2022-10-31
1132,39.0,12262962.386165636,HR,14.3,2020-06-08
1133,51.0,24343016.09581501,Marketing,17.2,2016-05-12
1134,39.0,15174037.70249916,Marketing,0.2,2015-04-29
1135,32.0,10989002.959824104,Sales,19.3,2022-01-24
1136,44.0,9264202.444941442,HR,6.8,2021-10-29
1137,46.0,-1000000.0,HR,19.8,2017-09-07
1138,22.0,12144080.129579067,Finance,5.1,2022-12-17
1139,40.0,15219143.997302141,Sales,9.4,2016-10-10
1140,42.0,19779013.725562405,HR,7.1,2018-06-26
1141,32.0,12578708.240345849,Sales,-2.5,2021-03-06
1142,48.0,14770355.856299197,Sales,16.8,2015-02-26
1143,33.0,14917157.950887399,Sales,14.9,2021-03-12
1144,36.0,,Engineering,19.8,2019-07-30
1145,33.0,,HR,12.3,2016-01-17
1146,35.0,13899431.343725856,N/A,9.3,
1147,24.0,15318245.307482589,Engineering,1.8,2016-04-09
1148,20.0,13141104.942382557,Engineering,19.9,2020-03-05
1149,50.0,7611937.965402776,Marketing,11.0,2016-04-26
1150,26.0,16288004.286990646,Marketing,14.0,
1151,25.0,24460958.80416534,HR,8.1,2016-09-22
1152,13.0,10581404.296544686,Marketing,11.0,2020-08-03
1153,28.0,11134851.451986484,HR,18.9,2023-01-14
1154,21.0,10646361.141781293,Engineering,3.3,2018-04-10
1155,51.0,18622958.89361561,Engineering,5.8,2020-09-15
1156,45.0,17242427.2709822,HR,3.0,2022-11-29
1157,28.0,14207311.537917716,Marketing,15.8,2018-01-24
1158,57.0,10409904.691805176,Marketing,1.2,2019-08-29
1159,44.0,15461883.958199622,HR,1.6,2020-05-30
1160,31.0,-1000000.0,Finance,6.0,2020-04-18
1161,10.0,,Marketing,10.3,2017-09-25
1162,57.0,19357621.93043967,Sales,8.1,2020-02-14
1163,21.0,8744004.316831611,Marketing,0.9,2021-03-07
1164,18.0,7337408.615851682,Enginering,19.1,2016-08-15
1165,45.0,22897189.458474297,Engineering,19.1,2019-04-21
1166,,11941201.802477077,Engineering,5.6,
1167,48.0,20679739.22971911,Engineering,14.6,2021-09-21
1168,40.0,14230011.674010841,Marketing,11.6,
1169,,14190225.915293362,Engineering,4.7,2016-07-13
1170,43.0,17192063.497483227,Finance,5.2,2015-10-13
1171,42.0,10580005.716267798,Finance,9.8,2018-02-05
1172,37.0,15662485.717478227,Marketing,8.4,2019-08-27
1173,36.0,13092552.925879536,Sales,5.8,2018-10-24
1174,34.0,8397532.782974843,Marketing,16.2,2020-09-10
1175,27.0,16687410.373631995,Engineering,9.6,2017-12-30
1176,32.0,13683460.965610418,,13.1,2015-01-11
1177,18.0,14214875.857776461,Enginering,3.8,2018-03-04
1178,34.0,8949195.282929212,Marketing,10.7,2023-02-21
1179,25.0,22957001.83881402,Marketing,6.4,2018-05-07
1180,23.0,19383570.93193058,Sales,10.5,2021-08-01
1181,36.0,19820779.420859892,Finance,15.6,2021-07-03
1182,48.0,13472776.48779159,HR,15.4,2022-05-27
1183,44.0,6354085.552482899,HR,7.1,2020-06-28
1184,999.0,24764586.912447553,Finance,13.9,2016-08-31
1185,25.0,14694512.459970659,HR,18.8,2020-01-04
1186,,11256001.019899732,Engineering,12.5,2021-01-15
1187,25.0,17084007.87241557,HR,3.0,2020-06-06
1188,,20835603.940016486,,13.6,2018-11-14
1189,40.0,14884747.219572669,Finance,2.1,2018-09-23
1190,-5.0,21392875.839696873,HR,17.4,2021-03-10
1191,36.0,20414999.692584343,HR,10.3,2021-02-03
1192,21.0,9618094.062989708,Engineering,7.7,2019-03-26
1193,28.0,11631049.471702619,Engineering,1.1,2020-02-09
1194,38.0,19787685.816398837,Marketing,7.6,2018-08-11
1195,19.0,1436937.1809478104,Sales,18.1,2017-02-11
1196,39.0,14252721.534175057,HR,0.4,
1197,-5.0,7845843.991876641,Sales,9.5,2017-09-05
1198,40.0,12617230.992832378,Sales,18.6,2021-05-31
1199,37.0,13505899.55485398,HR,7.9,2019-04-18
1200,48.0,13208778.11046246,Engineering,8.6,2017-08-14
1201,36.0,12238693.739436958,Marketing,11.6,
1202,30.0,,Finance,9.3,2015-06-28
1203,36.0,26459556.33409343,HR,3.4,2018-07-27
1204,40.0,24337310.020806752,12345,0.4,
1205,35.0,9189670.898718584,Finance,12.2,2022-11-28
1206,35.0,22910583.756517835,Sales,18.4,2019-04-11
1207,27.0,13002672.547635736,Marketing,2.1,2019-05-01
1208,28.0,15645937.366658552,Sales,4.2,2022-06-11
1209,999.0,14683630.200515421,Finance,7.4,2022-04-24
1210,,11701256.793730171,Finance,16.2,2016-09-15
1211,22.0,19919261.718030736,Marketing,5.4,2020-07-21
1212,28.0,15629432.65288329,Finance,17.6,2015-06-01
1213,27.0,12617242.883903794,Finance,1.1,2016-06-01
1214,43.0,8477052.780997638,Enginering,18.8,2020-08-19
1215,32.0,10532024.931404397,Enginering,11.2,2021-08-14
1216,47.0,6793099.421989515,Sales,13.2,2018-09-21
1217,28.0,15061117.742075847,HR,7.4,2016-02-16
1218,,9016672.03857802,HR,15.6,2019-12-09
1219,26.0,13672197.437407294,Sales,3.3,Unknown
1220,56.0,21850509.268051855,HR,1.0,2020-11-24
1221,23.0,20996497.86460793,Marketing,7.9,2020-02-15
1222,38.0,14838615.529486911,Sales,17.1,2015-03-04
1223,41.0,14564576.36928425,Engineering,15.1,2023-02-07
1224,39.0,,HR,10.3,2016-08-13
1225,33.0,17603780.601793557,Finance,11.4,2019-08-07
1226,33.0,13360967.700617386,Sales,2.6,2022-05-05
1227,35.0,7869909.41439774,Engineering,16.8,2016-09-24
1228,33.0,16969366.090823717,Finance,15.7,2015-11-03
1229,44.0,19146618.862914313,,13.1,2020-04-07
1230,57.0,11841742.37743178,HR,9.3,2017-12-21
1231,29.0,16456013.775690163,Finance,19.3,2018-10-18
1232,21.0,13182133.525424855,HR,17.6,2021-12-27
1233,34.0,14079838.004004987,Finance,12.9,
1234,60.0,2560889.7121883426,Sales,7.4,2019-06-17
1235,26.0,13891092.981419323,Marketing,12.4,
1236,51.0,19846846.512040272,N/A,11.5,2015-11-25
1237,51.0,11842987.222167209,Engineering,7.9,2018-09-07
1238,29.0,15262631.84107658,Finance,6.1,2022-07-25
1239,40.0,11220246.466540398,HR,8.1,2020-99-99
1240,51.0,16802208.381463863,Sales,11.5,2019-04-06
1241,31.0,13917384.012319133,Sales,8.6,2018-07-21
1242,32.0,10303792.296589967,Sales,5.3,2022-01-11
1243,29.0,21662757.33832564,Marketing,15.2,2023-01-22
1244,24.0,19644660.067661077,HR,-2.5,2020-06-21
1245,28.0,11975466.180359125,Sales,1.4,2021-01-25
1246,,17488941.547088888,Sales,7.4,2015-05-28
1247,35.0,17687060.014101904,Engineering,17.7,2021-12-04
1248,27.0,18211506.17505588,Finance,15.1,2015-10-08
1249,37.0,6528720.520024611,Finance,6.5,2017-08-19
1250,19.0,20033032.70516314,Finance,18.8,2022-01-29
1251,38.0,12151505.185371343,Engineering,1.5,
1252,43.0,9999999999.0,Marketing,19.2,2020-99-99
1253,15.0,28189408.761301,Engineering,4.9,2017-07-20
1254,38.0,16509366.903605059,Sales,0.2,2016-01-06
1255,47.0,,HR,8.7,2019-11-13
1256,22.0,3973528.13622047,Sales,7.2,Unknown
1257,51.0,21948820.669731777,Sales,10.8,2022-02-08
1258,39.0,8273951.6459569875,HR,15.9,2022-11-23
1259,27.0,9982805.482502483,Finance,16.8,2016-02-16
1260,34.0,13343238.504560754,Engineering,8.0,2019-12-23
1261,40.0,22082058.958501462,Marketing,8.6,2016-11-12
1262,35.0,18866199.933328796,Sales,3.0,2022-10-13
1263,999.0,14210812.4507987,Sales,1.0,2018-05-11
1264,25.0,16541460.318194104,Marketing,12.8,2015-04-29
1265,36.0,,Engineering,1.3,2015-07-08
1266,20.0,,Sales,14.7,2018-08-21
1267,33.0,15366683.723890683,Marketing,10.8,2015-08-18
1268,25.0,19843849.478406765,Sales,4.0,2018-04-16
1269,27.0,19835890.612194747,Finance,10.8,2019-01-08
1270,47.0,17469886.911028225,N/A,3.7,2019-03-16
1271,,13188262.212269489,Sales,8.8,2019-10-31
1272,41.0,,Sales,16.0,2016-08-19
1273,,14540157.668984767,Finance,9.2,2017-09-27
1274,31.0,9590428.156434335,Sales,3.0,2020-12-15
1275,47.0,12983561.040445307,Engineering,14.5,2019-08-15
1276,,,Enginering,-2.5,2021-05-07
1277,58.0,,Enginering,14.8,2022-08-24
1278,38.0,14082359.139214234,Engineering,9.6,2017-01-07
1279,36.0,8954006.44380197,Sales,9.1,Unknown
1280,31.0,15283708.416484097,Sales,17.0,2016-12-18
1281,36.0,15567280.200282762,Marketing,14.2,2015-11-20
1282,33.0,15929188.144513765,Engineering,0.7,2021-11-01
1283,42.0,19599357.579772152,Finance,5.9,2019-04-16
1284,44.0,,Finance,17.4,2021-12-13
1285,27.0,12028945.638091667,HR,0.4,2022-08-30
1286,,11919282.709755283,Marketing,10.9,2017-09-13
1287,16.0,9799006.445222635,Finance,14.6,2020-07-31
1288,40.0,18494078.35140238,HR,12.4,2021-07-16
1289,,22244100.541688576,Engineering,15.2,2016-08-09
1290,,13424590.360455383,Marketing,14.5,2017-08-09
1291,38.0,13792847.176375035,Marketing,13.8,2020-03-03
1292,59.0,22333912.78449488,Sales,16.4,2022-02-25
1293,34.0,17527789.266075037,Engineering,12.9,
1294,43.0,17181178.524005275,Marketing,8.0,2020-02-26
1295,35.0,9045417.470131367,HR,9.4,2017-11-11
1296,-5.0,-1000000.0,Finance,14.3,2022-06-24
1297,44.0,10354318.29745121,Engineering,17.5,31/02/2020
1298,,9329899.07032521,Engineering,5.4,2020-03-20
1299,37.0,13266142.116166439,Marketing,6.8,2018-03-24
1300,38.0,12071036.38275655,Marketing,18.6,2022-08-07
1301,,-1000000.0,Marketing,11.6,2021-02-16
1302,44.0,7795091.827375406,HR,3.6,2016-10-09
1303,33.0,19794081.532338362,Sales,13.3,2015-10-30
1304,27.0,20638431.472582147,Marketing,19.8,2019-12-15
1305,40.0,5263287.629295928,Sales,16.5,
1306,26.0,19892289.02833275,,14.9,2021-08-03
1307,35.0,10947356.85089187,Engineering,4.2,2018-05-10
1308,34.0,19284877.68491393,Finance,17.5,2022-03-02
1309,45.0,14657767.536667923,Finance,10.5,2019-10-04
1310,39.0,15143877.820404993,HR,17.8,2020-99-99
1311,34.0,14074511.752893906,HR,6.6,2017-10-21
1312,43.0,21060646.02116743,Finance,1.2,2020-02-15
1313,48.0,8802059.93737486,Finance,9.5,2018-05-22
1314,40.0,18039201.69367504,Engineering,5.4,2017-03-26
1315,35.0,20506650.82444775,Engineering,14.3,2019-04-25
1316,21.0,18581700.402702052,Finance,19.1,2020-06-02
1317,24.0,26623494.57161709,Marketing,13.8,
1318,31.0,12355266.186376505,Marketing,17.7,2017-08-29
1319,28.0,19786524.112967655,Engineering,9.1,2019-04-12
1320,33.0,14469546.823292898,Sales,15.4,2021-05-31
1321,-5.0,21167030.381763346,Finance,16.9,2019-01-10
1322,,14961555.021393152,HR,14.2,2021-06-12
1323,34.0,13060621.090687651,Marketing,10.2,2018-04-26
1324,39.0,21530361.019358143,Sales,12.5,2022-11-04
1325,35.0,12542190.30490535,Marketing,14.0,2018-04-24
1326,15.0,7936371.205497219,Sales,5.1,
1327,25.0,12415765.584130857,N/A,16.2,2022-05-20
1328,33.0,18095164.732942663,Finance,19.0,
1329,22.0,21960193.757935457,Finance,9.3,2018-01-29
1330,40.0,15555646.876482561,Engineering,14.0,2015-02-03
1331,50.0,21590985.336170126,Sales,14.7,2021-05-07
1332,47.0,8209125.392612033,HR,13.2,31/02/2020
1333,32.0,12783682.675910486,HR,10.9,2015-07-20
1334,49.0,13557124.414229494,Finance,17.6,2021-10-19
1335,36.0,14427202.862637402,HR,9.0,2020-07-27
1336,31.0,15420471.941250982,Marketing,1.2,2018-03-18
1337,28.0,18454554.786960963,Sales,16.9,2017-07-31
1338,31.0,12775965.809147548,Sales,13.5,2021-10-22
1339,31.0,15695143.434765628,Sales,17.0,2018-12-14
1340,36.0,14774385.548379742,Marketing,2.8,2017-06-16
1341,36.0,10370550.48054425,Engineering,0.6,2022-02-20
1342,35.0,14431666.554592824,Marketing,18.7,2017-02-17
1343,39.0,14281702.35051441,Sales,3.0,2021-12-18
1344,46.0,14174597.17498477,Sales,16.2,2017-10-23
1345,44.0,15158797.282907253,Sales,16.5,2022-08-08
1346,20.0,15378367.70306693,HR,14.2,2023-01-31
1347,9.0,12838524.104463348,Engineering,2.6,2022-05-24
1348,44.0,21363573.669856325,Marketing,13.3,31/02/2020
1349,21.0,9152596.853984917,Sales,17.8,2016-07-14
1350,32.0,11395149.457650518,Finance,8.5,2022-01-17
1351,23.0,28899818.121117778,Engineering,8.3,2016-02-02
1352,16.0,9810043.22505385,Finance,8.9,2022-01-14
1353,40.0,8231226.626451206,Enginering,1.6,2022-04-01
1354,42.0,18672383.72500609,Sales,17.8,2020-99-99
1355,29.0,4614400.73113063,Engineering,17.4,2018-06-19
1356,9.0,13823630.450137805,Engineering,20.0,2019-12-11
1357,29.0,25729124.625382442,Sales,11.7,2015-05-17
1358,38.0,7275320.389232998,,15.0,2021-07-01
1359,20.0,5090177.5713064335,Finance,4.1,2019-02-03
1360,36.0,7504093.990211509,HR,13.4,2023-03-19
1361,34.0,19491797.841734927,Finance,13.0,2016-06-22
1362,40.0,,Finance,18.0,
1363,36.0,12437056.015107457,Engineering,16.6,2018-04-23
1364,25.0,18416062.020005345,HR,18.8,2018-08-31
1365,46.0,21951276.637559947,N/A,17.4,2019-08-29
1366,33.0,23936732.072149128,Sales,17.4,2016-12-20
1367,34.0,13768323.594100758,Marketing,1.3,2017-04-02
1368,25.0,3492641.4116500653,HR,16.9,
1369,30.0,10895605.387951566,Engineering,12.1,2021-01-18
1370,26.0,12865979.025323711,Marketing,7.6,2019-02-07
1371,33.0,13705306.017108047,Marketing,1.1,2020-12-14
1372,52.0,14060702.994956402,Sales,13.6,2020-08-17
1373,21.0,20594472.989653345,Finance,6.6,2018-01-21
1374,18.0,21372142.13343791,N/A,9.4,2016-11-04
1375,,14141631.730376083,HR,13.6,2017-11-18
1376,32.0,20492424.380259093,Marketing,18.2,2020-05-27
1377,28.0,16788306.833155446,Engineering,16.5,2018-04-23
1378,,15322529.86431286,Sales,9.0,2018-10-19
1379,28.0,19532720.78554982,Marketing,7.8,2016-04-16
1380,53.0,15361260.241189579,Marketing,4.8,2020-04-02
1381,41.0,25289055.885488812,Sales,7.4,2015-11-05
1382,30.0,,Sales,2.2,2016-07-30
1383,56.0,12424145.50453991,Sales,19.4,2017-07-13
1384,28.0,14367405.515230248,Engineering,11.5,2022-08-02
1385,42.0,17197263.452289954,,2.6,2023-02-14
1386,37.0,21339802.435515445,Engineering,7.1,2022-07-25
1387,48.0,14878007.163819216,Finance,10.9,2019-06-16
1388,50.0,7888851.752468964,Marketing,10.7,2021-04-01
1389,35.0,19212569.48227502,Engineering,0.7,2019-02-07
1390,27.0,18774793.830709822,Finance,19.0,2016-01-05
1391,39.0,5290706.7031029705,Marketing,5.5,
1392,28.0,14980979.331646003,Engineering,0.3,2015-02-27
1393,55.0,,Sales,1.5,2017-12-19
1394,36.0,11676744.512489688,HR,11.6,2021-01-06
1395,,10485955.365186002,Engineering,2.8,2016-05-21
1396,36.0,19046323.491209928,HR,0.8,2020-02-06
1397,21.0,15584150.87086092,Engineering,7.6,2019-02-18
1398,25.0,8572044.996219862,Sales,12.5,2022-07-18
1399,47.0,19400329.81478671,HR,2.2,2022-07-16
1400,28.0,7830970.880357928,Enginering,6.3,2017-12-09
1401,24.0,16650568.952354718,Sales,8.4,2021-07-22
1402,40.0,10929946.65354222,HR,3.2,2019-04-10
1403,46.0,,HR,10.1,2022-02-28
1404,42.0,17521353.74019192,Sales,1.7,2019-03-02
1405,44.0,17607246.995297644,Sales,0.9,2016-03-19
1406,27.0,21684845.367779803,Sales,10.4,2022-07-27
1407,20.0,14588731.501642734,Marketing,5.0,
1408,50.0,16532254.314816704,Finance,1.9,2020-04-15
1409,,12811313.387978377,Engineering,8.5,2015-04-13
1410,32.0,15909949.413113989,HR,18.3,2021-12-12
1411,48.0,17197430.24004256,Engineering,14.5,2021-04-18
1412,40.0,-1000000.0,Sales,16.3,2020-99-99
1413,39.0,9999999999.0,Finance,17.4,2021-11-03
1414,56.0,16657354.481654476,Finance,19.5,2017-06-25
1415,28.0,16822807.386777285,Marketing,15.3,2022-04-06
1416,44.0,11599132.618260246,Sales,12.2,2015-09-16
1417,,8578064.819637429,HR,7.3,2022-02-15
1418,37.0,22379395.752519827,Marketing,3.6,2020-03-16
1419,50.0,17457227.55447201,Sales,13.7,2022-11-11
1420,40.0,13854594.845391452,Marketing,19.9,2018-05-22
1421,40.0,,Engineering,9.3,2022-04-13
1422,45.0,10890925.85789327,Sales,14.5,2019-07-31
1423,31.0,21512951.983931158,HR,9.9,2016-04-22
1424,26.0,15688309.70434023,HR,8.6,2020-99-99
1425,,12247064.664996468,Sales,8.2,
1426,15.0,,Marketing,10.1,2015-06-02
1427,55.0,10928009.062768381,Finance,-2.5,2018-05-31
1428,23.0,22504215.151401892,Sales,15.0,2020-07-10
1429,32.0,21764002.674483627,HR,17.5,2016-04-20
1430,32.0,12667129.643986117,Engineering,17.7,2016-02-03
1431,38.0,11856648.7648457,HR,4.6,2017-08-19
1432,,1909334.0065386016,Finance,17.9,2021-01-10
1433,43.0,7592096.14224316,HR,6.8,2016-07-09
1434,29.0,8302651.125211219,Finance,6.2,2019-05-11
1435,33.0,15675951.704936929,Sales,14.5,2020-02-02
1436,37.0,13368831.477793202,HR,6.1,2019-02-28
1437,32.0,8273322.562923793,N/A,1.1,2022-07-09
1438,51.0,13594179.787677214,Marketing,7.5,2022-10-23
1439,39.0,17526685.738236744,HR,14.4,
1440,42.0,17639196.749577936,HR,6.5,2019-09-13
1441,41.0,5501648.595705593,Engineering,12.6,2021-08-02
1442,46.0,14358682.597580846,HR,13.2,2023-02-24
1443,36.0,8083296.115141948,Engineering,14.7,
1444,22.0,19508643.48570137,Engineering,17.9,2019-08-27
1445,38.0,18920732.081767492,Enginering,8.7,2022-05-06
1446,,10509863.868377708,Engineering,3.3,2016-02-10
1447,,11169773.987998001,Sales,6.4,2020-06-27
1448,40.0,12693664.747508464,12345,8.6,2021-11-26
1449,47.0,3736033.0263433047,Engineering,14.3,2019-07-30
1450,35.0,16679840.867202884,Marketing,0.3,2018-02-19
1451,38.0,13635777.268299347,Engineering,6.3,2015-05-15
1452,52.0,19850875.412839293,N/A,15.6,2022-09-28
1453,37.0,9507953.910187237,HR,13.4,2019-02-26
1454,61.0,11904385.258750342,HR,14.6,2017-06-08
1455,40.0,7467373.709804423,Marketing,16.2,2019-12-22
1456,17.0,9978547.182528734,,15.7,2019-12-27
1457,42.0,9090090.019658905,Sales,13.6,
1458,38.0,19979868.39423223,Marketing,8.8,2019-01-25
1459,47.0,11508690.756243039,Finance,19.7,2016-02-11
1460,41.0,15620878.423723068,Sales,11.4,2022-09-09
1461,33.0,,,4.1,2019-02-13
1462,22.0,8652673.669935934,Marketing,5.9,2021-02-08
1463,,14158497.884141786,Engineering,13.9,2022-03-26
1464,26.0,17995516.659317974,Finance,18.5,2019-01-09
1465,29.0,8961203.037283238,Marketing,3.6,2015-09-06
1466,40.0,19045563.953656893,Sales,1.6,2019-06-19
1467,51.0,10751395.392611519,Engineering,17.6,2018-02-04
1468,38.0,12585080.369635796,Finance,18.3,2017-02-16
1469,23.0,17653415.615050238,Marketing,5.5,2016-05-15
1470,,11682819.21390256,Engineering,7.5,2020-02-06
1471,46.0,15187874.296679327,Engineering,13.2,2016-01-11
1472,28.0,13426545.856059538,HR,-2.5,
1473,33.0,15646840.033519093,Engineering,17.5,2017-05-18
1474,35.0,3096304.472382514,Marketing,2.2,2022-03-13
1475,27.0,5851590.923959585,Sales,0.8,2022-03-04
1476,41.0,-1000000.0,HR,4.2,2021-09-11
1477,33.0,20185907.02824525,Marketing,5.7,2015-03-29
1478,,10447566.482342392,Marketing,2.3,2015-07-27
1479,26.0,13779858.239144329,Marketing,1.3,2018-09-28
1480,30.0,16473596.264511507,Finance,15.1,
1481,,18466088.00829352,Finance,3.3,2016-05-30
1482,,4861613.6416457575,,18.3,2021-05-01
1483,52.0,10569798.765108114,Marketing,7.4,2020-99-99
1484,,13337103.100750625,Finance,13.4,2015-10-09
1485,,18515700.986180246,Finance,4.5,2021-03-20
1486,44.0,27492152.418607473,Finance,4.8,2017-04-28
1487,20.0,13859971.365951411,,11.5,2021-07-29
1488,17.0,7965112.689480056,Sales,11.2,Unknown
1489,19.0,17011340.38600649,Marketing,15.4,2017-08-12
1490,47.0,21604978.94770355,HR,15.2,2018-09-07
1491,29.0,15540070.604897505,Marketing,13.4,2016-08-27
1492,60.0,10466757.274228536,Finance,9.0,2021-09-07
1493,29.0,19789969.707400095,Finance,17.8,2015-01-12
1494,,18317728.092492174,Engineering,12.5,2018-02-09
1495,50.0,9869595.779021878,Marketing,19.8,2016-08-15
1496,55.0,16907128.08767171,Finance,16.4,
1497,55.0,19986327.838294365,Finance,0.9,31/02/2020
1498,47.0,20909450.212794468,HR,6.4,2017-10-23
1499,45.0,14667755.12345272,Engineering,11.4,2016-12-15
1500,40.0,,Marketing,14.4,2016-03-26
1501,42.0,21136369.110406313,Sales,50.0,2022-05-31
1502,29.0,8949197.485095575,12345,15.7,2015-04-16
1503,26.0,17192896.454605028,Marketing,5.7,2016-06-23
1504,34.0,8149866.863177854,HR,3.7,2015-03-02
1505,33.0,20326881.361298013,Marketing,1.1,2019-01-07
1506,30.0,13709772.421944192,HR,11.5,2017-09-01
1507,,21342916.17823735,HR,13.8,2021-08-08
1508,44.0,17457063.781777635,Finance,6.5,2018-08-19
1509,35.0,8883898.849690352,Sales,12.3,2015-03-06
1510,49.0,,HR,1.0,31/02/2020
1511,23.0,9999999999.0,Engineering,2.0,2017-12-22
1512,33.0,19411432.46299608,Engineering,14.0,2015-08-03
1513,27.0,11192060.6748189,Sales,7.4,2020-99-99
1514,16.0,13469930.228212956,12345,13.4,2019-09-21
1515,34.0,15727136.087028798,Sales,16.6,2020-11-24
1516,33.0,11481448.003342833,Finance,17.1,2016-04-10
1517,50.0,23461732.862316024,Engineering,3.4,2015-09-18
1518,41.0,15721632.358630184,Marketing,9.7,2020-05-04
1519,24.0,1483259.7644632142,Engineering,14.7,2020-01-11
1520,53.0,-1000000.0,HR,15.5,
1521,47.0,13259213.015913434,Sales,15.7,2020-10-03
1522,40.0,,Engineering,4.6,2021-08-28
1523,-5.0,13156903.171071501,Marketing,3.9,2016-03-22
1524,,19035232.083033435,Marketing,-2.5,2020-01-26
1525,31.0,20598438.892766908,Sales,14.8,2020-08-25
1526,45.0,16415265.811293269,Sales,6.4,2017-06-26
1527,53.0,13303444.064309204,Engineering,2.1,2021-11-24
1528,50.0,14793313.975954149,N/A,14.3,2015-06-27
1529,30.0,15097998.082888141,Finance,-2.5,2023-02-26
1530,23.0,10987849.800675817,Marketing,3.3,2022-05-22
1531,36.0,17894643.242856175,Sales,3.0,31/02/2020
1532,17.0,17300211.619302332,Finance,6.3,2018-05-20
1533,38.0,22702206.198883366,Finance,11.9,2020-02-20
1534,33.0,21276748.901442375,Finance,7.2,2022-03-20
1535,30.0,11571625.41204935,HR,0.4,2015-05-08
1536,19.0,19101491.872544825,Sales,1.9,2015-09-07
1537,40.0,10245233.084527642,Enginering,5.8,2020-05-15
1538,29.0,18479660.50470425,Sales,13.2,2019-07-04
1539,23.0,12416929.00619946,Engineering,2.0,2019-10-13
1540,6.0,9883733.88312208,Marketing,11.2,2022-09-11
1541,34.0,16400226.713487022,Sales,2.4,2016-03-18
1542,52.0,1627164.3592292964,Marketing,4.2,2020-07-01
1543,51.0,6245122.12797386,12345,3.4,2022-12-27
1544,30.0,-1000000.0,Marketing,1.3,
1545,28.0,15412208.833174212,Finance,13.4,2015-10-29
1546,39.0,,HR,9.3,2015-11-27
1547,25.0,7102818.506412006,Engineering,16.6,2018-08-12
1548,38.0,10910540.789307471,Marketing,2.0,2021-10-27
1549,42.0,16956046.63618697,Engineering,2.9,2016-08-30
1550,47.0,17908908.853141814,Finance,6.1,2015-09-27
1551,,14918884.412020294,HR,15.3,
1552,32.0,20784168.905184943,Engineering,6.1,2018-01-31
1553,26.0,16986985.11729617,N/A,8.2,2022-01-01
1554,26.0,11262721.730208939,Finance,6.0,2022-02-06
1555,32.0,13597489.732941912,Finance,1.6,2021-07-25
1556,38.0,7985669.213960727,Marketing,18.8,2021-02-24
1557,44.0,14459305.048042916,Sales,11.0,2022-12-26
1558,26.0,,Engineering,15.8,2018-08-24
1559,49.0,18426450.423554838,Sales,13.2,2019-04-10
1560,,22010046.62959561,Finance,10.3,2021-09-12
1561,34.0,13485573.781005034,Sales,1.8,2020-12-13
1562,27.0,21730498.972571287,Finance,12.9,2020-99-99
1563,10.0,14033478.86776015,Finance,3.1,2020-02-02
1564,43.0,22357925.41284947,HR,8.3,2020-09-01
1565,42.0,14890716.262789382,HR,12.6,2021-10-15
1566,32.0,18536156.869021382,Sales,15.6,2019-10-29
1567,35.0,22375561.821549278,Engineering,13.7,2016-02-11
1568,-5.0,14032861.857093971,Sales,13.4,2022-11-14
1569,19.0,16091944.93772087,Engineering,3.0,
1570,999.0,21444317.12603151,Sales,6.9,2022-05-05
1571,42.0,14334984.180349682,Marketing,0.9,2022-04-20
1572,,8395538.587469194,Marketing,14.4,2021-03-08
1573,37.0,25715035.27292455,Engineering,19.1,2023-01-31
1574,21.0,12651177.678314317,HR,5.3,2017-05-30
1575,39.0,15793780.254687713,Engineering,1.8,2019-10-28
1576,34.0,20780033.347255636,Sales,9.5,2020-01-24
1577,,11957530.48134399,Finance,17.1,2017-07-24
1578,,,Marketing,11.0,2019-08-22
1579,27.0,16268686.483874166,Finance,0.9,
1580,26.0,6034618.010438053,Marketing,19.5,2020-02-01
1581,-5.0,13560469.6156604,Sales,16.6,2019-06-22
1582,46.0,16225193.32157703,Marketing,2.6,2019-08-31
1583,-5.0,13650240.51587418,Engineering,18.4,2023-03-08
1584,-5.0,7282745.284071265,Finance,9.0,2016-01-25
1585,-5.0,22970889.78102006,12345,7.4,2018-07-04
1586,41.0,15517690.769745877,Sales,9.2,2019-10-15
1587,36.0,22155760.588808704,Finance,16.7,2018-07-04
1588,31.0,,,13.2,
1589,26.0,10599940.091546182,HR,1.2,
1590,35.0,16345904.6012758,Engineering,19.2,
1591,24.0,13921064.368358903,Marketing,3.0,31/02/2020
1592,5.0,9111192.71004321,,14.9,2022-09-14
1593,,22348921.29393748,Marketing,-2.5,2020-04-26
1594,44.0,11888648.88553002,HR,3.8,2015-10-02
1595,11.0,5798668.076022157,Engineering,3.4,2016-01-09
