job_id,job_title,job_category,years_of_experience,education_required,city,country,remote_work,company_size,industry,demand_score,benefits_score_10,required_skills,skill_count,salary_min_usd,salary_max_usd,annual_salary_usd,salary_tier,experience_level,posting_year,posting_month,is_senior,is_remote_friendly,is_llm_role,ai_salary_premium_pct
10602,Machine Learning Engineer,Software Engineering,6.6,Bachelor's,Ho Chi Minh City,USA,Hybrid,Enterprise,Automotive,86.3,2.5,C++|TensorFlow|BERT|FastAPI|Docker|Airflow|Java|CUDA|Python,9,10100,80100,95300,High,Senior,2026,9,0,0,0,2.5
10603,Data Scientist,Software Engineering,4,PhD,Berlin,Japan,Fully Remote,Mid-size,Automotive,85.2,2.2,Python|PyTorch|TensorFlow,3,31800,154900,38900,Top,Senior,2026,8,1,0,0,49.54
10604,AI Agent Developer,Software Engineering,9.1,Master's,London,Germany,Fully Remote,Startup,Education,65,5.1,PyTorch|AWS,2,57100,173000,136600,Top,Mid,2026,3,0,0,1,38.4
10605,Data Analyst,Data Science,13.1,Bachelor's,Ho Chi Minh City,China,Hybrid,Big Tech (FAANG+),Tech,63.6,7.4,React|BERT,2,,55500,84900,High,Lead,2026,10,0,1,0,13.08
10606,Data Analyst,AI Engineering,15,PhD,Tokyo,Japan,On-site,Big Tech (FAANG+),E-commerce,72,6.4,PyTorch|CUDA|BERT|TensorFlow|SQL|Docker,6,,141200,81000,Medium,Senior,2026,1,0,1,0,24.57
10607,Software Engineer,AI Engineering,9.1,Associate's,San Francisco,USA,Hybrid,Enterprise,Tech,59.4,8.7,Airflow|AutoGen|BERT|CUDA|TensorFlow|Python|Java|PyTorch,8,53500,117100,90300,Top,Mid,2026,11,0,1,0,47.9
10608,Product Manager,Product Management,6.1,High School,New York,Vietnam,Hybrid,Big Tech (FAANG+),Healthcare,98.7,4.5,Java|Azure|Airflow|PyTorch|Docker|BERT,6,25700,75600,76600,Top,Lead,2026,6,1,0,1,27.19
10609,Data Scientist,Product Management,3.4,Bachelor's,San Francisco,China,Fully Remote,Enterprise,Tech,67.2,8.6,C++,1,29300,91500,64700,Low,Senior,2026,12,0,0,0,20.96
10610,AI Agent Developer,Data Science,3.9,Associate's,San Francisco,UK,Fully Remote,Startup,Healthcare,96.1,1.3,BERT|PyTorch|Docker|Java|SQL,5,47500,93300,51600,Low,Mid,2026,3,1,1,0,1.88
10611,Software Engineer,IT Operations,7.2,Bachelor's,London,Vietnam,Hybrid,Startup,Education,95.4,4.3,,0,57700,,80100,Top,Mid,2026,3,1,0,1,29.24
10612,Machine Learning Engineer,AI Engineering,5.5,Master's,Beijing,China,Hybrid,Big Tech (FAANG+),Education,68.2,1.7,BERT|Java|Docker,3,35700,82200,106300,Medium,Senior,2026,6,0,1,1,44.08
10613,Software Engineer,Product Management,13.7,PhD,Singapore,USA,Fully Remote,Big Tech (FAANG+),Education,62.7,9.3,BERT|Java|CUDA|Python|SQL|AWS,6,14000,26800,28300,Medium,Mid,2026,10,0,0,0,27.14
10614,Software Engineer,AI Engineering,5.5,Bachelor's,Singapore,Japan,Fully Remote,Mid-size,E-commerce,88.5,5.3,PyTorch|TensorFlow|CUDA|Java,4,54600,91500,130300,High,Senior,2026,12,1,1,1,39.09
10615,Data Scientist,Data Science,5.6,PhD,London,UK,On-site,Startup,Education,61.5,3.8,TensorFlow|C++|Airflow|FastAPI|AutoGen|AWS|BERT|CUDA|Python,9,59700,137500,53500,Medium,Senior,2026,9,0,0,1,44.3
10616,Machine Learning Engineer,Data Science,5.8,Bachelor's,San Francisco,UK,Hybrid,Big Tech (FAANG+),Tech,76.1,5.4,PyTorch|Python|Airflow|AutoGen|Azure|SQL|React|TensorFlow|FastAPI,9,28200,147500,82700,Medium,Lead,2026,5,0,0,0,20.37
10617,Software Engineer,IT Operations,12.5,Master's,London,Singapore,On-site,Big Tech (FAANG+),Automotive,55.5,5.8,Java|Azure|BERT|C++|Docker|FastAPI,6,42100,,56900,High,Junior,2026,1,1,1,0,20.58
10618,AI Agent Developer,IT Operations,9.8,Master's,Tokyo,Vietnam,On-site,Big Tech (FAANG+),Healthcare,69.3,8.6,SQL|Airflow,2,68200,119100,73600,Medium,Senior,2026,10,0,0,0,46.07
10619,AI Agent Developer,Data Science,9.2,Associate's,Tokyo,Japan,On-site,Enterprise,Healthcare,53.9,5.9,Python|Docker|AutoGen|TensorFlow|PyTorch|FastAPI|C++|SQL,8,26800,148200,83200,High,Senior,2026,7,1,0,0,17.03
10620,Data Analyst,Product Management,5,Master's,Ho Chi Minh City,UK,Fully Remote,Mid-size,Automotive,64.2,4.9,Java|TensorFlow|PyTorch|AWS|BERT,5,,126100,70600,Low,Lead,2026,9,0,0,1,33.08
10621,Machine Learning Engineer,AI Engineering,12.3,PhD,Singapore,China,On-site,Startup,Tech,83.3,9.7,,0,,182600,79500,High,Junior,2026,10,1,1,0,30.99
10622,Machine Learning Engineer,Software Engineering,0.6,Master's,Berlin,Singapore,Fully Remote,Big Tech (FAANG+),E-commerce,99.6,9.7,,0,93700,155700,77800,Top,Junior,2026,2,0,1,1,24.26
10623,Data Analyst,IT Operations,13.1,Bachelor's,Berlin,Singapore,Fully Remote,Big Tech (FAANG+),Finance,62.7,1.3,TensorFlow|Azure|SQL|PyTorch,4,25500,82800,89100,Medium,Mid,2026,9,0,0,1,32.1
10624,Software Engineer,Software Engineering,7.7,Master's,San Francisco,Germany,Fully Remote,Big Tech (FAANG+),Tech,73.7,7.4,SQL|CUDA|FastAPI|Airflow|PyTorch,5,13500,96000,87400,Medium,Junior,2026,5,1,0,0,35.16
10625,Machine Learning Engineer,Product Management,6,PhD,Tokyo,USA,Hybrid,Enterprise,Education,72.4,4.3,,0,62100,167900,20800,High,Junior,2026,1,0,0,1,46.24
10626,AI Agent Developer,IT Operations,7.5,Bachelor's,Ho Chi Minh City,Vietnam,On-site,Startup,Tech,59.2,7.1,Python|React|Airflow,3,43500,53100,66600,Top,Mid,2026,4,0,0,0,40.04
10627,AI Agent Developer,Software Engineering,10,Associate's,Ho Chi Minh City,Japan,Fully Remote,Big Tech (FAANG+),Healthcare,80.5,6.7,React|BERT|Java|PyTorch|SQL|TensorFlow|CUDA|FastAPI|Docker|AutoGen,10,29400,97300,108500,Medium,Junior,2026,8,0,0,0,17.9
10628,Data Scientist,Product Management,0.2,Associate's,Ho Chi Minh City,Germany,Hybrid,Big Tech (FAANG+),Healthcare,86.2,4,Docker|BERT|SQL|FastAPI,4,40200,176100,96100,Low,Lead,2026,3,0,0,1,21.61
10629,Machine Learning Engineer,AI Engineering,13.1,Associate's,San Francisco,Germany,Hybrid,Enterprise,E-commerce,57.4,9.9,Python|AWS|Airflow|FastAPI|SQL|C++|Java,7,80300,181200,47100,High,,2026,5,0,1,0,45.18
10630,Software Engineer,Product Management,6.7,Bachelor's,San Francisco,Vietnam,Hybrid,Enterprise,Education,87.9,4.2,BERT|PyTorch|SQL|AWS|Docker|Java|C++|TensorFlow|FastAPI|AutoGen,10,50100,111800,65700,Top,Lead,2026,2,1,1,1,13.55
10631,Data Analyst,IT Operations,5.1,Associate's,Tokyo,China,Fully Remote,Mid-size,E-commerce,85,6.7,SQL|Java|PyTorch|BERT|Azure,5,79300,33300,69300,High,Junior,2026,5,0,0,1,16.24
10632,Data Analyst,Data Science,2.1,Master's,Berlin,Japan,Fully Remote,Mid-size,E-commerce,59.9,8.3,PyTorch|Airflow|React|Python,4,25200,85700,68900,Medium,Mid,2026,12,0,0,0,34.46
10633,Software Engineer,AI Engineering,6.6,Bachelor's,Ho Chi Minh City,USA,Fully Remote,Startup,Automotive,82.4,2.3,SQL|AutoGen|Java|Airflow|PyTorch|Docker,6,,128900,71000,Medium,Lead,2026,9,0,1,1,5.54
10634,Product Manager,Software Engineering,7.4,Bachelor's,Tokyo,Vietnam,Hybrid,Mid-size,Finance,69.7,3.7,PyTorch|CUDA|TensorFlow|React|Airflow,5,30600,68300,62200,Medium,Lead,2026,12,0,1,1,39.36
10635,DevOps Engineer,IT Operations,6.1,Bachelor's,Beijing,Japan,Fully Remote,Startup,Finance,84.1,2.8,TensorFlow|Azure|C++|Java|PyTorch|FastAPI|Docker|React|BERT|AutoGen,10,,193800,50800,High,Senior,2026,3,0,1,0,47.42
10636,Data Scientist,Data Science,10.2,High School,Beijing,Germany,On-site,Mid-size,Education,74.8,8,AutoGen|BERT|AWS|Docker|PyTorch|TensorFlow|FastAPI|SQL|C++,9,72900,90600,128200,Top,Mid,2026,7,0,1,1,32.16
10637,Data Analyst,Product Management,6.3,PhD,New York,Germany,Fully Remote,Big Tech (FAANG+),E-commerce,52.4,8.2,Azure|C++,2,30100,153200,79600,High,Lead,2026,6,1,1,1,3.61
10638,Machine Learning Engineer,Data Science,14.4,High School,Beijing,Vietnam,Fully Remote,Mid-size,Healthcare,89.3,3.3,CUDA|React|C++|TensorFlow|BERT,5,58400,95200,69600,Medium,Junior,2026,2,0,0,1,11.93
10639,Data Scientist,IT Operations,9,High School,London,Japan,On-site,Big Tech (FAANG+),Finance,77.8,1,TensorFlow|AWS|Docker|Airflow|SQL|Python|PyTorch|React,8,,112400,93800,High,Senior,2026,7,0,0,0,4.88
10640,Machine Learning Engineer,IT Operations,12.1,High School,New York,Germany,Fully Remote,Startup,Tech,86.2,4.8,AWS|TensorFlow|SQL|CUDA|FastAPI|BERT|Java|Airflow|React,9,68700,99900,36000,Low,Lead,2026,10,1,0,1,15.45
10641,Product Manager,Data Science,1.6,PhD,Beijing,Vietnam,Fully Remote,Mid-size,Automotive,56.3,7.2,Azure|C++|CUDA,3,27300,77500,88700,Top,Junior,2026,4,1,1,0,46.98
10642,AI Agent Developer,Product Management,6,High School,London,Singapore,Fully Remote,Mid-size,Healthcare,86.1,6.6,AutoGen|C++|Java|PyTorch|AWS|Docker|TensorFlow|React,8,41900,84000,38400,Medium,Lead,2026,6,0,1,0,17.96
10643,Data Scientist,Data Science,5.1,Associate's,Beijing,Vietnam,Fully Remote,Mid-size,Automotive,70.7,5,Airflow,1,51000,128000,84100,High,Lead,2026,7,1,1,1,9.22
10644,Data Analyst,IT Operations,8.5,Bachelor's,Tokyo,USA,Hybrid,Big Tech (FAANG+),Tech,90,3.7,React|PyTorch|AutoGen|Python,4,80100,91500,53400,Low,Mid,2026,9,0,0,1,33.08
10645,Data Scientist,IT Operations,12.9,Bachelor's,Singapore,Vietnam,Fully Remote,Big Tech (FAANG+),Finance,80,5.3,React|PyTorch|TensorFlow|AWS|AutoGen|Python|CUDA|FastAPI,8,51200,,92500,Medium,Lead,2026,7,0,1,1,44.98
10646,Data Scientist,Software Engineering,1.2,Master's,London,Singapore,On-site,Mid-size,Automotive,67.7,1.1,CUDA|Airflow|TensorFlow|FastAPI|Azure|C++|React|Python,8,30600,124600,141400,High,Mid,2026,3,0,0,0,1.72
10647,Data Scientist,Software Engineering,1.1,Associate's,Ho Chi Minh City,Japan,On-site,Startup,Education,60.1,1.7,Azure|Airflow|SQL|TensorFlow|React|PyTorch|Python|C++|AutoGen,9,56400,161200,78900,Medium,Junior,2026,9,0,0,1,33.42
10648,DevOps Engineer,AI Engineering,12.8,PhD,Tokyo,Japan,Hybrid,Big Tech (FAANG+),Automotive,90.8,2.5,FastAPI|Python|BERT|AutoGen|AWS|Airflow|React,7,29700,168600,37600,Top,Mid,2026,6,1,0,1,14.45
10649,Data Scientist,IT Operations,3.2,Bachelor's,Singapore,Germany,Fully Remote,Enterprise,Automotive,78,6.6,Java|FastAPI|Python|TensorFlow|C++|CUDA|AutoGen|SQL,8,16300,60200,58700,Medium,Junior,2026,4,0,0,0,18.7
10650,Machine Learning Engineer,Software Engineering,10,High School,London,UK,On-site,Startup,Tech,99.4,3,C++|React|Azure|AutoGen|CUDA|Airflow|TensorFlow|FastAPI,8,46800,68900,83600,Medium,Mid,2026,12,0,1,1,11.86
10651,AI Agent Developer,Data Science,8.1,Master's,Tokyo,USA,Hybrid,Startup,Healthcare,68.7,4.8,Azure|Java|Airflow,3,55600,151900,106700,Top,Mid,2026,10,1,0,1,45.3
10652,Product Manager,Product Management,12.5,Master's,Ho Chi Minh City,Japan,Fully Remote,Startup,Healthcare,84.3,6.6,AWS|C++|Java,3,,80200,47100,High,,2026,5,1,1,1,44.3
10653,Software Engineer,Data Science,1.9,Bachelor's,London,Germany,Hybrid,Big Tech (FAANG+),Tech,81.1,8.5,CUDA,1,51100,90500,121800,Low,Mid,2026,10,1,0,0,30.24
10654,Data Scientist,Product Management,1.9,Associate's,London,Germany,Fully Remote,Mid-size,Automotive,81.9,5.9,React|FastAPI|Python|Airflow|PyTorch,5,85700,46100,90800,Low,Senior,2026,1,0,1,0,0.8
10655,Data Analyst,Software Engineering,8.4,Master's,Singapore,USA,Hybrid,Mid-size,Automotive,86.8,2.6,SQL|TensorFlow,2,81000,128700,74700,Top,Lead,2026,12,1,0,1,47.33
10656,Data Scientist,AI Engineering,14.2,Bachelor's,Tokyo,USA,Hybrid,Enterprise,E-commerce,57,9.6,,0,33500,98800,96600,Medium,Senior,2026,4,1,0,1,23.37
10657,Data Analyst,Data Science,6.2,Associate's,Beijing,Germany,On-site,Mid-size,Education,77.5,1.8,Docker|CUDA|AWS|FastAPI|BERT|PyTorch|AutoGen,7,68900,142500,43300,High,Junior,2026,3,0,0,0,24.45
10658,Machine Learning Engineer,Data Science,4.9,Bachelor's,London,Singapore,On-site,Enterprise,Finance,75.5,4.3,BERT,1,95200,132200,52200,High,Junior,2026,6,0,0,1,38.65
10659,Data Analyst,Data Science,9.1,Bachelor's,Beijing,UK,Hybrid,Enterprise,Finance,67.1,9.3,SQL|FastAPI,2,85200,142100,40600,Top,Lead,2026,9,1,0,1,30.69
10660,Software Engineer,Product Management,14,Associate's,London,Singapore,Fully Remote,Mid-size,Healthcare,71.8,6.4,Java|AutoGen|CUDA|AWS|FastAPI|Python|PyTorch|BERT|Airflow|React,10,70200,142600,131000,High,Junior,2026,3,0,0,0,6.07
10661,AI Agent Developer,Software Engineering,12.6,Associate's,Berlin,China,Fully Remote,Enterprise,Tech,75.9,7,Azure|React|BERT|FastAPI|PyTorch|C++|CUDA|TensorFlow|AWS|Airflow,10,47300,84500,75300,Low,Junior,2026,12,0,0,1,5.27
10662,Data Analyst,Data Science,14.9,Associate's,New York,Singapore,Fully Remote,Startup,Automotive,66,3.7,Java|Docker|C++|Azure,4,23900,99500,79600,High,Mid,2026,5,0,0,0,12.61
10663,Data Analyst,Data Science,0.3,Bachelor's,Beijing,Germany,Fully Remote,Startup,Education,64.7,1.7,,0,30800,108200,103300,Medium,Lead,2026,2,1,1,0,3.53
10664,AI Agent Developer,AI Engineering,1.7,Master's,Beijing,USA,Fully Remote,Startup,Finance,86.9,4.3,TensorFlow|Python,2,60600,104300,39400,High,Mid,2026,9,1,1,0,41.65
10665,Software Engineer,AI Engineering,9.1,PhD,Singapore,Vietnam,On-site,Big Tech (FAANG+),Tech,53.3,4.6,AWS|React|FastAPI,3,55900,,54700,Top,Lead,2026,8,1,0,0,1.97
10666,Data Scientist,Software Engineering,12.3,PhD,Ho Chi Minh City,Vietnam,Hybrid,Enterprise,Tech,65.6,3.4,,0,51400,81500,83800,Top,Mid,2026,10,1,0,1,47.3
10667,Data Analyst,Software Engineering,4.3,Bachelor's,Berlin,USA,On-site,Enterprise,Automotive,82.7,2.9,SQL|Azure|Docker|BERT|Java,5,68200,112600,117200,Low,Lead,2026,4,0,1,1,5.56
10668,AI Agent Developer,IT Operations,3.6,Bachelor's,Ho Chi Minh City,Singapore,Fully Remote,Startup,Education,60.4,4.2,TensorFlow|AutoGen,2,73400,76900,97200,Low,Junior,2026,11,0,0,1,42.88
10669,Machine Learning Engineer,AI Engineering,11.8,Master's,Berlin,USA,Hybrid,Big Tech (FAANG+),Tech,78.6,6.8,C++|React|SQL|PyTorch|CUDA,5,73400,110100,83900,Low,Senior,2026,8,0,0,0,11.86
10670,AI Agent Developer,IT Operations,0.8,Associate's,Berlin,China,Fully Remote,Mid-size,Finance,65.1,9.5,TensorFlow|React,2,,114700,81500,Low,Junior,2026,10,0,1,0,33.04
10671,Machine Learning Engineer,Product Management,5.5,Bachelor's,San Francisco,Japan,Fully Remote,Startup,E-commerce,92.2,7.3,TensorFlow,1,,52900,103100,High,Lead,2026,4,0,1,1,17.11
10672,Software Engineer,IT Operations,7.6,High School,Tokyo,USA,Hybrid,Big Tech (FAANG+),Finance,67.5,8,C++|PyTorch|Docker,3,39500,,50900,High,,2026,2,1,0,1,3.36
10673,Data Scientist,Data Science,8.4,Associate's,Tokyo,Vietnam,Fully Remote,Mid-size,Education,61.5,3.8,PyTorch|Java|AWS|C++|TensorFlow,5,51700,154600,82500,Top,Senior,2026,9,0,0,1,36.52
10674,AI Agent Developer,IT Operations,10.9,Bachelor's,Tokyo,UK,On-site,Big Tech (FAANG+),E-commerce,76.5,1.9,CUDA|Docker|BERT|PyTorch|TensorFlow|Java|AutoGen,7,57200,142700,86700,Top,Mid,2026,2,1,1,0,40.39
10675,Product Manager,Software Engineering,5.3,High School,London,USA,On-site,Mid-size,Tech,56.8,3.6,TensorFlow,1,48900,52800,68400,Low,Lead,2026,1,1,0,0,14.94
10676,Product Manager,Product Management,9.2,Master's,Singapore,China,On-site,Enterprise,Finance,89.9,4.6,PyTorch|Python|Docker|TensorFlow|SQL|React|AutoGen,7,18200,49400,71700,High,Mid,2026,1,0,1,1,39.23
10677,DevOps Engineer,Data Science,8.8,High School,Ho Chi Minh City,UK,Fully Remote,Enterprise,Automotive,84,7.2,Python|Airflow|SQL|Java|AutoGen|Docker,6,56400,121000,34700,Medium,,2026,3,0,0,0,22.87
10678,Data Analyst,IT Operations,8.2,Bachelor's,New York,China,On-site,Big Tech (FAANG+),Education,88.5,9.5,PyTorch|CUDA,2,48800,106100,61200,Low,Junior,2026,10,0,0,0,36.48
10679,Software Engineer,Product Management,9.6,PhD,Berlin,UK,Fully Remote,Big Tech (FAANG+),Tech,69.9,8.3,BERT|SQL,2,,93900,15900,Low,,2026,7,1,1,0,32.26
10680,AI Agent Developer,Product Management,3.9,Bachelor's,Berlin,USA,Fully Remote,Mid-size,Automotive,91.8,3.4,React|Java|Python|TensorFlow|PyTorch|Azure|C++|AWS|SQL,9,61500,400,91800,High,Junior,2026,6,0,1,1,46.49
10681,Product Manager,Data Science,1.3,PhD,Singapore,Vietnam,On-site,Big Tech (FAANG+),E-commerce,74.7,8.4,Docker|C++|SQL|React,4,61100,58900,78100,Medium,Senior,2026,12,1,0,1,16.4
10682,Data Analyst,IT Operations,1.8,Master's,Beijing,UK,On-site,Big Tech (FAANG+),Healthcare,54.7,4.7,TensorFlow|PyTorch|FastAPI,3,73900,151600,71600,Low,Senior,2026,3,1,0,1,5.5
10683,Product Manager,Product Management,3.4,Master's,London,Germany,Fully Remote,Mid-size,Healthcare,61.2,2.6,Airflow|PyTorch|SQL|AutoGen|FastAPI|Docker|Python|Java|TensorFlow|Azure,10,61800,116800,81500,Medium,Mid,2026,5,0,1,0,39.41
10684,AI Agent Developer,Product Management,7.5,Associate's,New York,Japan,Fully Remote,Mid-size,E-commerce,85.6,5.2,BERT|Airflow|FastAPI|Azure|React|CUDA,6,42300,179500,82500,Top,Senior,2026,10,1,1,0,40.64
10685,Machine Learning Engineer,AI Engineering,12.6,Associate's,Tokyo,China,Fully Remote,Enterprise,Healthcare,94.8,6.1,AWS|Docker|TensorFlow|Python,4,76500,134700,66400,Top,Senior,2026,6,1,0,0,1.31
10686,AI Agent Developer,Product Management,10.5,PhD,Berlin,UK,Fully Remote,Startup,Education,54.8,7.9,Docker|C++|AWS|PyTorch|SQL|Airflow|React|CUDA,8,,113200,40100,Low,Junior,2026,10,0,0,1,6.31
10687,DevOps Engineer,AI Engineering,11.8,PhD,Beijing,China,On-site,Big Tech (FAANG+),Tech,93.2,4.1,FastAPI|Airflow|AWS|Python|Java|BERT|PyTorch|Azure|C++,9,49600,37300,87500,High,Lead,2026,2,0,0,1,41.61
10688,AI Agent Developer,IT Operations,5.3,Master's,Ho Chi Minh City,Vietnam,Fully Remote,Mid-size,Tech,90,2.3,C++|TensorFlow|Airflow|Azure|Docker|PyTorch,6,75000,113400,50200,Low,Junior,2026,3,1,0,1,30.03
10689,AI Agent Developer,IT Operations,6.1,High School,Berlin,China,Fully Remote,Enterprise,Education,67.8,1.8,Python|Docker|Java|SQL|C++|TensorFlow|AWS|FastAPI|CUDA|React,10,53300,96400,83800,High,Senior,2026,4,1,0,1,22.64
10690,DevOps Engineer,IT Operations,5.9,PhD,Beijing,China,Fully Remote,Startup,Finance,84.5,2,C++|TensorFlow|SQL|BERT|FastAPI|React,6,73000,54900,107800,Medium,Lead,2026,8,0,0,1,41.34
10691,Software Engineer,Software Engineering,2.9,PhD,Ho Chi Minh City,Germany,Fully Remote,Big Tech (FAANG+),Tech,59.3,9.6,Airflow|AutoGen,2,76500,,119300,High,Senior,2026,11,0,0,1,12.3
10692,AI Agent Developer,IT Operations,0.9,High School,London,China,Fully Remote,Enterprise,Healthcare,90.7,9.6,AWS|BERT|Python|Azure|Java|PyTorch|CUDA,7,37300,102500,84500,High,Senior,2026,1,0,0,1,16.24
10693,DevOps Engineer,Product Management,8.9,Associate's,Tokyo,UK,Hybrid,Startup,Education,82.9,9.7,Java|C++|AWS|CUDA,4,78000,116600,67300,Low,Junior,2026,9,0,1,0,38.68
10694,Data Analyst,Data Science,14.8,Associate's,Singapore,China,Hybrid,Big Tech (FAANG+),Automotive,71.9,3.7,,0,50900,66900,63200,Low,Lead,2026,1,0,1,0,29.55
10695,Machine Learning Engineer,AI Engineering,2.5,PhD,Ho Chi Minh City,USA,Hybrid,Enterprise,Finance,93.2,2.7,AWS|React|Docker|TensorFlow|SQL|Python|FastAPI|AutoGen|Azure|Airflow,10,57800,,83500,Top,Junior,2026,12,1,0,1,10.42
10696,Machine Learning Engineer,Software Engineering,0.7,Associate's,Berlin,China,On-site,Big Tech (FAANG+),Automotive,57,9.8,FastAPI,1,72200,93500,26400,Medium,Mid,2026,3,1,0,1,44.7
10697,AI Agent Developer,IT Operations,11.7,Associate's,San Francisco,USA,Fully Remote,Startup,Healthcare,92.3,9.9,Docker|FastAPI|React|AutoGen|Python|Java|SQL|AWS|Azure|C++,10,44900,191300,54900,Top,Mid,2026,3,1,1,0,49.72
10698,Software Engineer,IT Operations,3.8,Associate's,San Francisco,Japan,On-site,Mid-size,Automotive,51.2,1.7,FastAPI|CUDA|TensorFlow|Python|Azure|BERT,6,,77900,55900,Medium,Mid,2026,9,0,0,1,7.23
10699,Software Engineer,Data Science,12.4,Master's,New York,China,Fully Remote,Enterprise,Healthcare,87.7,7.8,BERT|Docker|React|AutoGen|Java|CUDA,6,53300,72100,85300,Top,Mid,2026,3,1,1,0,14.83
10700,Data Analyst,Data Science,10.6,Bachelor's,Ho Chi Minh City,Singapore,Hybrid,Startup,Tech,78.7,3.6,BERT|TensorFlow|Java|FastAPI|C++|React|Azure|Python|AWS,9,40900,110200,73600,Medium,Junior,2026,3,0,0,1,37.47
10701,AI Agent Developer,Software Engineering,14.2,PhD,New York,Japan,Fully Remote,Big Tech (FAANG+),Finance,84.8,9.2,SQL|C++|PyTorch|AutoGen|React,5,62900,90900,78900,High,Mid,2026,2,0,1,1,6.17
10702,Machine Learning Engineer,AI Engineering,6.1,PhD,New York,Singapore,On-site,Startup,E-commerce,70.6,1.8,FastAPI|PyTorch|Java,3,75100,109500,71900,High,Junior,2026,4,0,1,1,23.23
10703,Software Engineer,IT Operations,9.9,Master's,Ho Chi Minh City,China,On-site,Startup,Healthcare,93.2,9,React|C++,2,52100,165700,69500,Top,Lead,2026,11,1,1,1,10.92
10704,AI Agent Developer,Software Engineering,7,Bachelor's,Singapore,UK,Fully Remote,Mid-size,Education,65.7,1,Python|SQL|Java|CUDA|TensorFlow|FastAPI|BERT|React|Docker|Airflow,10,,60900,82600,Top,Lead,2026,8,1,0,0,33.22
10705,Product Manager,Product Management,9.5,Bachelor's,Singapore,Singapore,On-site,Enterprise,Education,63.7,5.7,CUDA,1,43600,104500,92400,Top,Junior,2026,6,0,0,1,17.99
10706,Software Engineer,Product Management,6.7,Master's,San Francisco,USA,Hybrid,Startup,Tech,65.1,4,Azure,1,35900,75000,101700,Low,Lead,2026,1,1,0,0,42.41
10707,DevOps Engineer,Software Engineering,2.8,High School,London,Japan,Fully Remote,Mid-size,Education,88.7,4.8,BERT|SQL|PyTorch,3,95500,73300,74300,Medium,Mid,2026,5,0,0,0,22.91
10708,Product Manager,IT Operations,7.6,High School,Singapore,Japan,Hybrid,Mid-size,Automotive,74.8,4.9,Java,1,,,101300,Top,Junior,2026,12,0,1,0,26.83
10709,Software Engineer,Software Engineering,7.9,Bachelor's,Ho Chi Minh City,USA,Hybrid,Mid-size,Tech,76.9,6.9,React|FastAPI|Airflow|C++,4,4500,100400,114800,Low,Senior,2026,11,0,1,0,44.45
10710,Machine Learning Engineer,IT Operations,12.2,High School,San Francisco,Germany,On-site,Big Tech (FAANG+),Education,91.6,1.2,Python|TensorFlow,2,,171200,59800,Top,Lead,2026,10,1,0,0,38.43
10711,Data Scientist,Data Science,11,High School,Singapore,China,Fully Remote,Mid-size,Automotive,91.7,7.2,TensorFlow|Azure|Java|SQL|FastAPI|CUDA|PyTorch|BERT|C++,9,53700,79100,94800,Low,Mid,2026,11,0,1,0,40.44
10712,Product Manager,Software Engineering,10,High School,Beijing,China,Hybrid,Mid-size,Automotive,58.1,1.2,CUDA|PyTorch|React|SQL|C++|FastAPI|Airflow,7,50700,90100,60800,Top,Mid,2026,8,1,0,1,0.62
10713,Data Analyst,IT Operations,1.7,Bachelor's,Tokyo,UK,Hybrid,Mid-size,Automotive,77.5,2.7,,0,53600,25600,105700,High,Senior,2026,1,1,1,0,32.87
10714,Data Analyst,Software Engineering,10.8,High School,New York,Germany,Fully Remote,Mid-size,Education,56.3,6.5,TensorFlow|React|Docker|Azure|SQL|C++|FastAPI|Java|CUDA|Python,10,24400,118200,79700,Low,Mid,2026,6,0,0,1,23.3
10715,Machine Learning Engineer,Software Engineering,7.5,PhD,Tokyo,Germany,On-site,Enterprise,Automotive,93.4,1.8,Docker|AutoGen|SQL|AWS|TensorFlow,5,51200,104900,65200,High,Junior,2026,11,1,0,1,44.18
10716,Software Engineer,IT Operations,13.4,Bachelor's,San Francisco,Singapore,Hybrid,Enterprise,Finance,91.9,9.9,AWS|CUDA|Airflow|TensorFlow|BERT|FastAPI|SQL|AutoGen|PyTorch,9,30200,,52300,Low,Lead,2026,7,0,1,1,1.91
10717,AI Agent Developer,IT Operations,13.8,Master's,Berlin,UK,Fully Remote,Mid-size,Education,92.5,8.1,Airflow|C++|Docker|Java|AutoGen,5,,109700,60700,Medium,Junior,2026,5,1,1,1,42.24
10718,Software Engineer,AI Engineering,0.8,High School,New York,Japan,Fully Remote,Startup,Automotive,85.2,7.4,,0,27100,27500,71100,Medium,Junior,2026,4,0,0,0,6.77
10719,Machine Learning Engineer,Software Engineering,12.3,Associate's,San Francisco,USA,Hybrid,Big Tech (FAANG+),Finance,73.3,3.4,Airflow|React|SQL|Python|TensorFlow|BERT|Docker|C++|PyTorch|FastAPI,10,48300,169400,103100,Low,Lead,2026,7,0,1,0,29.59
10720,Data Analyst,Product Management,0.6,Bachelor's,Berlin,Japan,Hybrid,Startup,E-commerce,70.2,1.4,AutoGen|FastAPI|AWS|TensorFlow,4,34100,112100,67600,Top,Mid,2026,9,0,1,1,36.33
10721,Software Engineer,Software Engineering,5.5,Master's,Beijing,Vietnam,Hybrid,Startup,Finance,69.8,9.8,FastAPI|CUDA|AWS|C++|Azure|SQL|Java|PyTorch|AutoGen,9,69000,114800,63700,Low,Senior,2026,4,1,0,0,9.88
